,Date,Address,Species,Block,Street,Trap,AddressNumberAndStreet,Latitude,Longitude,AddressAccuracy,WnvPresent,NumMosquitos,year,month,day
1316,2007-08-15,"2800 North Francisco Avenue, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,28, N FRANCISCO AVE,T147,"2800  N FRANCISCO AVE, Chicago, IL",41.932094,-87.700117,8,0,2,2007,08,15
1317,2007-08-15,"3000 South Hoyne Avenue, Chicago, IL 60608, USA",CULEX PIPIENS,30, S HOYNE AVE,T035,"3000  S HOYNE AVE, Chicago, IL",41.836644,-87.677737,8,0,4,2007,08,15
1318,2007-08-15,"3000 South Hoyne Avenue, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,30, S HOYNE AVE,T035,"3000  S HOYNE AVE, Chicago, IL",41.836644,-87.677737,8,0,9,2007,08,15
1319,2007-08-15,"3000 South Hoyne Avenue, Chicago, IL 60608, USA",CULEX RESTUANS,30, S HOYNE AVE,T035,"3000  S HOYNE AVE, Chicago, IL",41.836644,-87.677737,8,1,1,2007,08,15
1320,2007-08-15,"3000 West 18th Street, Chicago, IL 60608, USA",CULEX PIPIENS,30, W 18TH ST,T043,"3000  W 18TH ST, Chicago, IL",41.857402,-87.694991,8,0,1,2007,08,15
1321,2007-08-15,"3000 West 18th Street, Chicago, IL 60608, USA",CULEX PIPIENS/RESTUANS,30, W 18TH ST,T043,"3000  W 18TH ST, Chicago, IL",41.857402,-87.694991,8,0,4,2007,08,15
1322,2007-08-15,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,33, N RUTHERFORD AVE,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,9,0,63,2007,08,15
1323,2007-08-15,"3300 North Rutherford Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,33, N RUTHERFORD AVE,T144,"3300  N RUTHERFORD AVE, Chicago, IL",41.94016,-87.794896,9,0,80,2007,08,15
1324,2007-08-15,"3300 West 104th Street, Chicago, IL 60655, USA",CULEX PIPIENS,33, W 104TH ST,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999999,8,0,2,2007,08,15
1325,2007-08-15,"3300 West 104th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,33, W 104TH ST,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999999,8,0,4,2007,08,15
1326,2007-08-15,"3300 West 104th Street, Chicago, IL 60655, USA",CULEX RESTUANS,33, W 104TH ST,T095,"3300  W 104TH ST, Chicago, IL",41.704336,-87.70373599999999,8,0,2,2007,08,15
1327,2007-08-15,"3300 West Randolph Street, Chicago, IL 60612, USA",CULEX PIPIENS/RESTUANS,33, E RANDOLPH ST,T044,"3300  E RANDOLPH ST, Chicago, IL",41.883284,-87.705085,8,0,3,2007,08,15
1328,2007-08-15,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,79,2007,08,15
1329,2007-08-15,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,39,2007,08,15
1330,2007-08-15,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX PIPIENS/RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,1,30,2007,08,15
1331,2007-08-15,"3500 West 116th Street, Chicago, IL 60655, USA",CULEX RESTUANS,35, W 116TH ST,T158,"3500  W 116TH ST, Chicago, IL",41.682587,-87.707973,9,0,4,2007,08,15
1332,2007-08-15,"3500 West 51st Street, Chicago, IL 60632, USA",CULEX PIPIENS,35, W 51ST ST,T062,"3500  W 51ST ST, Chicago, IL",41.800737,-87.71188000000001,8,0,8,2007,08,15
1333,2007-08-15,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,1,25,2007,08,15
1334,2007-08-15,"3600 North Pittsburgh Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,36, N PITTSBURGH AVE,T011,"3600  N PITTSBURGH AVE, Chicago, IL",41.944869,-87.832763,8,1,39,2007,08,15
1335,2007-08-15,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX PIPIENS,37, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,0,4,2007,08,15
1336,2007-08-15,"3700 North Kedvale Avenue, Chicago, IL 60641, USA",CULEX PIPIENS/RESTUANS,37, N KEDVALE AVE,T218,"3700  N KEDVALE AVE, Chicago, IL",41.948167,-87.730698,8,0,7,2007,08,15
1337,2007-08-15,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX PIPIENS,37, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,0,13,2007,08,15
1338,2007-08-15,"3700 South Pulaski Road, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,37, S PULASKI RD,T063,"3700  S PULASKI RD, Chicago, IL",41.82561,-87.726549,9,0,18,2007,08,15
1339,2007-08-15,"3800 North California Avenue, Chicago, IL 60618, USA",CULEX PIPIENS,38, N CALIFORNIA AVE,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.69845699999999,9,0,17,2007,08,15
1340,2007-08-15,"3800 North California Avenue, Chicago, IL 60618, USA",CULEX PIPIENS/RESTUANS,38, N CALIFORNIA AVE,T019,"3800  N CALIFORNIA AVE, Chicago, IL",41.94983,-87.69845699999999,9,0,15,2007,08,15
1341,2007-08-15,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000001,9,1,39,2007,08,15
1342,2007-08-15,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000001,9,0,86,2007,08,15
1343,2007-08-15,"3900 South Ashland Avenue, Chicago, IL 60609, USA",CULEX RESTUANS,39, S ASHLAND AVE,T074,"3900  S ASHLAND AVE, Chicago, IL",41.822536,-87.66634300000001,9,0,3,2007,08,15
1344,2007-08-15,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,40, N AUSTIN AVE,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,8,1,9,2007,08,15
1345,2007-08-15,"4000 North Austin Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,40, N AUSTIN AVE,T142,"4000  N AUSTIN AVE, Chicago, IL",41.953067,-87.776792,8,0,11,2007,08,15
1346,2007-08-15,"4000 North Tripp Avenue, Chicago, IL 60641, USA",CULEX PIPIENS,40, N TRIPP AVE,T001,"4000  N TRIPP AVE, Chicago, IL",41.953705,-87.733974,8,0,5,2007,08,15
1347,2007-08-15,"4000 North Tripp Avenue, Chicago, IL 60641, USA",CULEX PIPIENS/RESTUANS,40, N TRIPP AVE,T001,"4000  N TRIPP AVE, Chicago, IL",41.953705,-87.733974,8,0,5,2007,08,15
1348,2007-08-15,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX PIPIENS,40, S DEARBORN ST,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.62779599999999,9,0,26,2007,08,15
1349,2007-08-15,"4000 South Dearborn Street, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,40, S DEARBORN ST,T081,"4000  S DEARBORN ST, Chicago, IL",41.821582,-87.62779599999999,9,0,20,2007,08,15
1350,2007-08-15,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,0,32,2007,08,15
1351,2007-08-15,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,1,41,2007,08,15
1352,2007-08-15,"4100 North Oak Park Avenue, Chicago, IL 60634, USA",CULEX RESTUANS,41, N OAK PARK AVE,T002,"4100  N OAK PARK AVE, Chicago, IL",41.95469,-87.800991,9,0,3,2007,08,15
1353,2007-08-15,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,0,153,2007,08,15
1354,2007-08-15,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX PIPIENS/RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,0,31,2007,08,15
1355,2007-08-15,"4200 West 127th Street, Alsip, IL 60803, USA",CULEX RESTUANS,42, W 127TH PL,T135,"4200  W 127TH PL, Chicago, IL",41.662014,-87.72460799999999,8,0,9,2007,08,15
1356,2007-08-15,"4200 West 31st Street, Chicago, IL 60623, USA",CULEX PIPIENS,42, W 31ST ST,T036,"4200  W 31ST ST, Chicago, IL",41.837084999999995,-87.729384,9,0,4,2007,08,15
1357,2007-08-15,"4200 West 31st Street, Chicago, IL 60623, USA",CULEX PIPIENS/RESTUANS,42, W 31ST ST,T036,"4200  W 31ST ST, Chicago, IL",41.837084999999995,-87.729384,9,0,5,2007,08,15
1358,2007-08-15,"4200 West 31st Street, Chicago, IL 60623, USA",CULEX RESTUANS,42, W 31ST ST,T036,"4200  W 31ST ST, Chicago, IL",41.837084999999995,-87.729384,9,0,1,2007,08,15
1359,2007-08-15,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX PIPIENS,45, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,0,9,2007,08,15
1360,2007-08-15,"4500 North Campbell Avenue, Chicago, IL 60625, USA",CULEX PIPIENS/RESTUANS,45, N CAMPBELL AVE,T220,"4500  N CAMPBELL AVE, Chicago, IL",41.963976,-87.69181,9,0,3,2007,08,15
1361,2007-08-15,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS,46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,0,6,2007,08,15
1362,2007-08-15,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS,46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,1,49,2007,08,15
1363,2007-08-15,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,1,27,2007,08,15
1364,2007-08-15,"4600 Milwaukee Avenue, Chicago, IL 60630, USA",CULEX RESTUANS,46, N MILWAUKEE AVE,T003,"4600  N MILWAUKEE AVE, Chicago, IL",41.964242,-87.757639,8,0,2,2007,08,15
1365,2007-08-15,"4700 South Cornell Avenue, Chicago, IL 60615, USA",CULEX PIPIENS,47, S CORNELL AVE,T075,"4700  S CORNELL AVE, Chicago, IL",41.799282,-87.585487,8,0,3,2007,08,15
1366,2007-08-15,"4700 South Cornell Avenue, Chicago, IL 60615, USA",CULEX PIPIENS/RESTUANS,47, S CORNELL AVE,T075,"4700  S CORNELL AVE, Chicago, IL",41.799282,-87.585487,8,0,3,2007,08,15
1367,2007-08-15,"4700 South Cornell Avenue, Chicago, IL 60615, USA",CULEX RESTUANS,47, S CORNELL AVE,T075,"4700  S CORNELL AVE, Chicago, IL",41.799282,-87.585487,8,0,2,2007,08,15
1368,2007-08-15,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX PIPIENS,49, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,0,5,2007,08,15
1369,2007-08-15,"4900 West Balmoral Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,49, W BALMORAL AVE,T025,"4900  W BALMORAL AVE, Chicago, IL",41.979243,-87.750938,9,0,4,2007,08,15
1370,2007-08-15,"4900 West Sunnyside Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,49, W SUNNYSIDE AVE,T004,"4900  W SUNNYSIDE AVE, Chicago, IL",41.962728000000006,-87.748367,9,0,1,2007,08,15
1371,2007-08-15,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,0,1,2007,08,15
1372,2007-08-15,"5000 South Central Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,50, S CENTRAL AVE,T031,"5000  S CENTRAL AVE, Chicago, IL",41.801497999999995,-87.763416,9,0,1,2007,08,15
1373,2007-08-15,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8,0,43,2007,08,15
1374,2007-08-15,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8,1,36,2007,08,15
1375,2007-08-15,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX PIPIENS/RESTUANS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8,0,130,2007,08,15
1376,2007-08-15,"5000 South Union Avenue, Chicago, IL 60609, USA",CULEX RESTUANS,50, S UNION AVE,T082,"5000  S UNION AVE, Chicago, IL",41.803422999999995,-87.642984,8,0,2,2007,08,15
1377,2007-08-15,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX PIPIENS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,1,23,2007,08,15
1378,2007-08-15,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX PIPIENS/RESTUANS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,0,74,2007,08,15
1379,2007-08-15,"5200 South Kolmar Avenue, Chicago, IL 60632, USA",CULEX RESTUANS,52, S KOLMAR,T114,"5200  S KOLMAR, Chicago, IL",41.798697,-87.736812,8,0,1,2007,08,15
1380,2007-08-15,"5200 South Nordica Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,52, S NORDICA,T070,"5200  S NORDICA, Chicago, IL",41.797616,-87.797894,8,0,5,2007,08,15
1381,2007-08-15,"5200 South Nordica Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,52, S NORDICA,T070,"5200  S NORDICA, Chicago, IL",41.797616,-87.797894,8,0,11,2007,08,15
1382,2007-08-15,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX PIPIENS,53, W AGATITE AVE,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9,0,2,2007,08,15
1383,2007-08-15,"5300 West Agatite Avenue, Chicago, IL 60630, USA",CULEX PIPIENS/RESTUANS,53, W AGATITE AVE,T141,"5300  W AGATITE AVE, Chicago, IL",41.961743,-87.76007,9,0,1,2007,08,15
1384,2007-08-15,"5500 South Doctor Martin Luther King Junior Drive, Chicago, IL 60637, USA",CULEX PIPIENS/RESTUANS,55, S DR MARTIN LUTHER KING JR DR,T076,"5500  S DR MARTIN LUTHER KING JR DR, Chicago, IL",41.794781,-87.615989,8,0,2,2007,08,15
1385,2007-08-15,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809000000006,-87.728492,8,0,1,2007,08,15
1386,2007-08-15,"5800 North Pulaski Road, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,58, N PULASKI RD,T027,"5800  N PULASKI RD, Chicago, IL",41.984809000000006,-87.728492,8,0,1,2007,08,15
1387,2007-08-15,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,0,4,2007,08,15
1388,2007-08-15,"5800 North Western Avenue, Chicago, IL 60659, USA",CULEX PIPIENS/RESTUANS,58, N WESTERN AVE,T028,"5800  N WESTERN AVE, Chicago, IL",41.986921,-87.689778,9,0,6,2007,08,15
1389,2007-08-15,"6000 North Avondale Avenue, Chicago, IL 60631, USA",CULEX PIPIENS,60, N AVONDALE AVE,T006,"6000  N AVONDALE AVE, Chicago, IL",41.990284,-87.797127,8,1,20,2007,08,15
1390,2007-08-15,"6000 North Avondale Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,60, N AVONDALE AVE,T006,"6000  N AVONDALE AVE, Chicago, IL",41.990284,-87.797127,8,1,16,2007,08,15
1391,2007-08-15,"6000 West Montrose Avenue, Chicago, IL 60634, USA",CULEX PIPIENS,60, W MONTROSE DR,T017,"6000  W MONTROSE DR, Chicago, IL",41.960615999999995,-87.777189,9,0,3,2007,08,15
1392,2007-08-15,"6000 West Montrose Avenue, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,60, W MONTROSE DR,T017,"6000  W MONTROSE DR, Chicago, IL",41.960615999999995,-87.777189,9,0,3,2007,08,15
1393,2007-08-15,"6000 West Roscoe Street, Chicago, IL 60634, USA",CULEX PIPIENS,60, W ROSCOE ST,T005,"6000  W ROSCOE ST, Chicago, IL",41.942114000000004,-87.776385,8,0,5,2007,08,15
1394,2007-08-15,"6000 West Roscoe Street, Chicago, IL 60634, USA",CULEX PIPIENS/RESTUANS,60, W ROSCOE ST,T005,"6000  W ROSCOE ST, Chicago, IL",41.942114000000004,-87.776385,8,0,7,2007,08,15
1395,2007-08-15,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,1,16,2007,08,15
1396,2007-08-15,"6100 North Lemont Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,61, N LEMONT AVE,T012,"6100  N LEMONT AVE, Chicago, IL",41.991429,-87.747113,8,0,21,2007,08,15
1397,2007-08-15,"6100 South Melvina Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,61, S MELVINA AVE,T071,"6100  S MELVINA AVE, Chicago, IL",41.781416,-87.77653199999999,8,0,1,2007,08,15
1398,2007-08-15,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",CULEX PIPIENS,61, W FULLERTON AVE,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9,0,26,2007,08,15
1399,2007-08-15,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",CULEX PIPIENS/RESTUANS,61, W FULLERTON AVE,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9,0,50,2007,08,15
1400,2007-08-15,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",CULEX RESTUANS,61, W FULLERTON AVE,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9,0,1,2007,08,15
1401,2007-08-15,"6100 West Fullerton Avenue, Chicago, IL 60639, USA",CULEX TERRITANS,61, W FULLERTON AVE,T013,"6100  W FULLERTON AVE, Chicago, IL",41.923738,-87.785288,9,0,2,2007,08,15
1402,2007-08-15,"6200 North Mandell Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,62, N MANDELL AVE,T007,"6200  N MANDELL AVE, Chicago, IL",41.994991,-87.769279,9,0,4,2007,08,15
1403,2007-08-15,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX PIPIENS,63, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9,1,26,2007,08,15
1404,2007-08-15,"6300 West 64th Street, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,63, W 64TH ST,T155,"6300  W 64TH ST, Chicago, IL",41.776156,-87.778927,9,1,20,2007,08,15
1405,2007-08-15,"6400 South Stony Island Avenue, Chicago, IL 60637, USA",CULEX PIPIENS/RESTUANS,64, S STONY ISLAND AVE,T077,"6400  S STONY ISLAND AVE, Chicago, IL",41.778748,-87.586427,8,0,1,2007,08,15
1406,2007-08-15,"6400 West Strong Street, Chicago, IL, USA",CULEX PIPIENS,64, W STRONG ST,T014,"6400  W STRONG ST, Chicago, IL",41.970248,-87.787992,8,0,44,2007,08,15
1407,2007-08-15,"6400 West Strong Street, Chicago, IL, USA",CULEX PIPIENS/RESTUANS,64, W STRONG ST,T014,"6400  W STRONG ST, Chicago, IL",41.970248,-87.787992,8,0,49,2007,08,15
1408,2007-08-15,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,8,1,31,2007,08,15
1409,2007-08-15,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,8,1,67,2007,08,15
1410,2007-08-15,"6500 North Oak Park Avenue, Chicago, IL 60631, USA",CULEX RESTUANS,65, N OAK PARK AVE,T143,"6500  N OAK PARK AVE, Chicago, IL",41.999128999999996,-87.795585,8,0,1,2007,08,15
1411,2007-08-15,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",CULEX PIPIENS,66, S KILPATRICK AVE,T156,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,9,0,7,2007,08,15
1412,2007-08-15,"6600 South Kilpatrick Avenue, Chicago, IL 60629, USA",CULEX PIPIENS/RESTUANS,66, S KILPATRICK AVE,T156,"6600  S KILPATRICK AVE, Chicago, IL",41.772846,-87.740029,9,0,6,2007,08,15
1413,2007-08-15,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX PIPIENS,67, S KEDZIE AVE,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8,1,20,2007,08,15
1414,2007-08-15,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX PIPIENS/RESTUANS,67, S KEDZIE AVE,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8,0,4,2007,08,15
1415,2007-08-15,"6700 South Kedzie Avenue, Chicago, IL 60629, USA",CULEX RESTUANS,67, S KEDZIE AVE,T066,"6700  S KEDZIE AVE, Chicago, IL",41.77166,-87.703047,8,0,1,2007,08,15
1416,2007-08-15,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX PIPIENS,68, W BELDEN AVE,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,0,5,2007,08,15
1417,2007-08-15,"6800 West Belden Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,68, W BELDEN AVE,T037,"6800  W BELDEN AVE, Chicago, IL",41.921177,-87.79518,8,0,35,2007,08,15
1418,2007-08-15,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX PIPIENS,70, N MOSELL AVE,T008,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.77792099999999,9,1,12,2007,08,15
1419,2007-08-15,"7000 North Moselle Avenue, Chicago, IL 60646, USA",CULEX PIPIENS/RESTUANS,70, N MOSELL AVE,T008,"7000  N MOSELL AVE, Chicago, IL",42.008314,-87.77792099999999,9,0,38,2007,08,15
1420,2007-08-15,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,0,36,2007,08,15
1421,2007-08-15,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX PIPIENS/RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,0,71,2007,08,15
1422,2007-08-15,"7000 West Armitage Avenue, Chicago, IL 60707, USA",CULEX RESTUANS,70,  W ARMITAGE AVENUE,T151,"7000   W ARMITAGE AVENUE, Chicago, IL",41.916265,-87.800515,8,0,5,2007,08,15
1423,2007-08-15,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX PIPIENS,71, S SOUTH SHORE DR,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9,0,6,2007,08,15
1424,2007-08-15,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX PIPIENS/RESTUANS,71, S SOUTH SHORE DR,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9,0,15,2007,08,15
1425,2007-08-15,"7100 South South Shore Drive, Chicago, IL 60649, USA",CULEX TERRITANS,71, S SOUTH SHORE DR,T079,"7100  S SOUTH SHORE DR, Chicago, IL",41.766202,-87.562889,9,0,1,2007,08,15
1426,2007-08-15,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX PIPIENS,72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000001,8,1,118,2007,08,15
1427,2007-08-15,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000001,8,0,49,2007,08,15
1428,2007-08-15,"7200 North Oketo Avenue, Chicago, IL 60631, USA",CULEX PIPIENS/RESTUANS,72, N OKETO AVE,T016,"7200  N OKETO AVE, Chicago, IL",42.011601,-87.81150600000001,8,1,49,2007,08,15
1429,2007-08-15,"7300 Cicero Avenue, Chicago, IL 60638, USA",CULEX PIPIENS,73, S CICERO AVE,T067,"7300  S CICERO AVE, Chicago, IL",41.759346,-87.745602,9,0,5,2007,08,15
1430,2007-08-15,"7300 Cicero Avenue, Chicago, IL 60638, USA",CULEX PIPIENS/RESTUANS,73, S CICERO AVE,T067,"7300  S CICERO AVE, Chicago, IL",41.759346,-87.745602,9,0,19,2007,08,15
1431,2007-08-15,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999999,8,0,5,2007,08,15
1432,2007-08-15,"7500 North Oakley Avenue, Chicago, IL 60645, USA",CULEX PIPIENS/RESTUANS,75, N OAKLEY AVE,T148,"7500  N OAKLEY AVE, Chicago, IL",42.01743,-87.68776899999999,8,0,1,2007,08,15
1433,2007-08-15,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",CULEX PIPIENS,77, S EBERHART AVE,T080,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,0,5,2007,08,15
1434,2007-08-15,"7700 South Eberhart Avenue, Chicago, IL 60619, USA",CULEX PIPIENS/RESTUANS,77, S EBERHART AVE,T080,"7700  S EBERHART AVE, Chicago, IL",41.754676,-87.612922,9,0,6,2007,08,15
1435,2007-08-15,"7900 South South Chicago Avenue, Chicago, IL 60617, USA",CULEX PIPIENS,79, S CHICAGO AVE,T083,"7900  S CHICAGO AVE, Chicago, IL",41.754292,-87.590773,9,0,5,2007,08,15
1436,2007-08-15,"7900 West Foster Avenue, Chicago, IL 60656, USA",CULEX PIPIENS,79, W FOSTER AVE,T015,"7900  W FOSTER AVE, Chicago, IL",41.974089,-87.824812,8,1,11,2007,08,15
